316,132
316,152
335,158
366,205
493,150
526,189
419,202
328,208
342,216
342,230
330,247
348,249
324,256
344,271
376,226
375,241
386,238
415,245
425,242
394,258
392,268
381,276
381,290
377,312
356,337
393,334
377,347
341,370
350,379
266,297
311,349
383,396
471,224
571,280
467,270
442,274
449,286
428,310
427,321
457,362
